step_index,target_name,expected_h,expected_v,detected_h,detected_v,ts_detected_h,ts_detected_v,correct,h_value_h,v_value_h,h_value_v,v_value_v,h_velocity_h,v_velocity_h,h_velocity_v,v_velocity_v,h_value_max,h_value_min,v_value_max,v_value_min,h_threshold_left,h_threshold_right,v_threshold_up,v_threshold_down
,,,,,,,,,,,,,,,,,,,,,,,,
,SUMMARY,0/0 (0.0%),,,,,,,,,,,,,,,,,,,,,,
,THRESHOLDS,"Left: 1.3715, Right: 1.4108","Up: 1.1820, Down: 1.4006",,,,,,,,,,,,,,,,,,,,,
