step_index,target_name,expected_h,expected_v,detected_h,detected_v,ts_detected_h,ts_detected_v,correct,h_value_h,v_value_h,h_value_v,v_value_v,h_velocity_h,v_velocity_h,h_velocity_v,v_velocity_v,h_value_max,h_value_min,v_value_max,v_value_min,h_threshold_left,h_threshold_right,v_threshold_up,v_threshold_down
0,center,,,,,,,True,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
1,left,left,,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
2,center,,,,,,,True,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
3,right,right,,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
4,center,,,,,,,True,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
5,up,,up,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
6,center,,,,,,,True,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
7,down,,down,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
8,center,,,,,,,True,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
9,left,left,,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
10,right,right,,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
11,left,left,,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
12,center,,,,,,,True,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
13,up,,up,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
14,down,,down,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
15,up,,up,,,,,False,0,0,0,0,0,0,0,0,-inf,inf,-inf,inf,1.3948768235171523,1.2877681273814037,0.9914084583773658,0.973452858442728
,,,,,,,,,,,,,,,,,,,,,,,,
,SUMMARY,6/16 (37.5%),,,,,,,,,,,,,,,,,,,,,,
,THRESHOLDS,"Left: 1.3949, Right: 1.2878","Up: 0.9914, Down: 0.9735",,,,,,,,,,,,,,,,,,,,,
