time,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
198.55879497528076,-400000.0625,-18802.740234375,-15156.8896484375,-400000.0625,-400000.0625,-400000.0625,-17529.970703125,-400000.0625
198.57650566101074,-400000.0625,-18818.08984375,-15173.76953125,-400000.0625,-400000.0625,-400000.0625,-17543.029296875,-400000.0625
198.58345437049866,-400000.0625,-18820.9609375,-15179.01953125,-400000.0625,-400000.0625,-400000.0625,-17543.990234375,-400000.0625
198.59015274047852,-400000.0625,-18812.75,-15173.7197265625,-400000.0625,-400000.0625,-400000.0625,-17533.30078125,-400000.0625
198.5986042022705,-400000.0625,-18806.560546875,-15170.76953125,-400000.0625,-400000.0625,-400000.0625,-17531.109375,-400000.0625
198.6068229675293,-400000.0625,-18806.7890625,-15167.0498046875,-400000.0625,-400000.0625,-400000.0625,-17537.880859375,-400000.0625
198.6144392490387,-400000.0625,-18814.80078125,-15174.7197265625,-400000.0625,-400000.0625,-400000.0625,-17548.3203125,-400000.0625
198.62117433547974,-400000.0625,-18822.76953125,-15185.599609375,-400000.0625,-400000.0625,-400000.0625,-17555.189453125,-400000.0625
198.6289520263672,-400000.0625,-18823.099609375,-15187.650390625,-400000.0625,-400000.0625,-400000.0625,-17550.66015625,-400000.0625
198.6354944705963,-400000.0625,-18811.0390625,-15173.8701171875,-400000.0625,-400000.0625,-400000.0625,-17540.310546875,-400000.0625
198.64205265045166,-400000.0625,-18798.880859375,-15158.1298828125,-400000.0625,-400000.0625,-400000.0625,-17533.919921875,-400000.0625
198.64934134483337,-400000.0625,-18802.599609375,-15159.080078125,-400000.0625,-400000.0625,-400000.0625,-17536.259765625,-400000.0625
198.6555609703064,-400000.0625,-18815.810546875,-15171.9599609375,-400000.0625,-400000.0625,-400000.0625,-17549.23046875,-400000.0625
198.66229248046875,-400000.0625,-18824.669921875,-15182.2099609375,-400000.0625,-400000.0625,-400000.0625,-17554.240234375,-400000.0625
198.68030738830566,-400000.0625,-18813.560546875,-15176.490234375,-400000.0625,-400000.0625,-400000.0625,-17544.369140625,-400000.0625
198.68691182136536,-400000.0625,-18798.640625,-15162.4697265625,-400000.0625,-400000.0625,-400000.0625,-17532.400390625,-400000.0625
198.69284343719482,-400000.0625,-18797.58984375,-15157.080078125,-400000.0625,-400000.0625,-400000.0625,-17533.259765625,-400000.0625
198.69981718063354,-400000.0625,-18812.990234375,-15170.669921875,-400000.0625,-400000.0625,-400000.0625,-17549.609375,-400000.0625
198.70674681663513,-400000.0625,-18833.2109375,-15191.990234375,-400000.0625,-400000.0625,-400000.0625,-17562.580078125,-400000.0625
198.71896982192993,-400000.0625,-18829.25,-15192.9404296875,-400000.0625,-400000.0625,-400000.0625,-17556.529296875,-400000.0625
198.7254068851471,-400000.0625,-18814.94921875,-15178.0595703125,-400000.0625,-400000.0625,-400000.0625,-17540.650390625,-400000.0625
198.73202514648438,-400000.0625,-18805.080078125,-15163.23046875,-400000.0625,-400000.0625,-400000.0625,-17533.349609375,-400000.0625
198.73842668533325,-400000.0625,-18807.990234375,-15166.240234375,-400000.0625,-400000.0625,-400000.0625,-17541.359375,-400000.0625
198.74482035636902,-400000.0625,-18825.439453125,-15185.3095703125,-400000.0625,-400000.0625,-400000.0625,-17555.330078125,-400000.0625
198.75075221061707,-400000.0625,-18832.109375,-15192.7998046875,-400000.0625,-400000.0625,-400000.0625,-17560.2890625,-400000.0625
198.75674629211426,-400000.0625,-18819.619140625,-15183.3095703125,-400000.0625,-400000.0625,-400000.0625,-17550.140625,-400000.0625
